domain,countryCode,LON,PageViewsEnglish,birthyear,birthstate,occupation,en_curid,numlangs,birthcity,AverageViews,TotalPageViews,countryName,HPI,countryCode3,PageViewsNonEnglish,name,L_star,gender,industry,StdDevPageViews,continentName,LAT,wikiquote name
INSTITUTIONS,GB,-0.1333,14833,1784,,PUBLIC WORKER,154660,37,London,3533.216216,130729,UNITED KINGDOM,22.95658406,GBR,115896,"Henry Temple, 3rd Viscount Palmerston",17.20931233,Male,GOVERNMENT,723.463829,Europe,51.4995,"Henry Temple, 3rd Viscount Palmerston"
HUMANITIES,US,-73.959722,2133303,1783,NY,WRITER,33726,44,New York,68048.27273,2994124,UNITED STATES,23.95903604,USA,860821,Washington Irving,3.728955596,Male,LANGUAGE,11674.52994,North America,40.790278,Washington Irving
HUMANITIES,FR,5.7222,807169,1783,,WRITER,26773,59,Grenoble,96563.30508,5697235,FRANCE,27.24898776,FRA,4890066,Stendhal,12.2148568,Male,LANGUAGE,20650.38939,Europe,45.2002,Stendhal
INSTITUTIONS,US,-82.379167,2713204,1782,SC,POLITICIAN,52110,35,Abbeville,84858.82857,2970059,UNITED STATES,21.55087445,USA,256855,John C. Calhoun,1.714922488,Male,GOVERNMENT,14092.65867,North America,34.178611,John C. Calhoun
INSTITUTIONS,US,-73.705,4177898,1782,NY,POLITICIAN,19763,91,Kinderhook,61169.58242,5566432,UNITED STATES,25.06118255,USA,1388534,Martin Van Buren,4.072300519,Male,GOVERNMENT,26347.20147,North America,42.393611,Martin Van Buren
INSTITUTIONS,JM,-77.321777,550553,1781,,POLITICIAN,160914,34,Jamaica,26594.41176,904210,Jamaica,22.77014374,JAM,353657,Stamford Raffles,5.329286026,Male,GOVERNMENT,5285.159847,North America,18.182388,Stamford Raffles
SCIENCE & TECHNOLOGY,GB,-2.546,133785,1781,,PHYSICIST,8487,26,Jedburgh,12021.65385,312563,UNITED KINGDOM,23.21656741,GBR,178778,David Brewster,8.869018493,Male,NATURAL SCIENCES,752.1073479,Europe,55.477,David Brewster
SCIENCE & TECHNOLOGY,GB,-1.821,1004131,1781,,INVENTOR,12578,53,Wylam,41136.03774,2180210,UNITED KINGDOM,25.30066147,GBR,1176079,George Stephenson,8.745276068,Male,INVENTION,8630.837666,Europe,54.974,George Stephenson
ARTS,DE,12.8,245427,1781,,ARCHITECT,307108,37,Neuruppin,34340.89189,1270613,Germany,24.97179243,DEU,1025186,Karl Friedrich Schinkel,7.47134188,Male,DESIGN,3633.381776,Europe,52.933056,Karl Friedrich Schinkel
HUMANITIES,DE,11.855,1286313,1780,,PHILOSOPHER,6066,47,Burg bei Magdeburg,70128.02128,3296017,GERMANY,25.90700068,DEU,2009704,Carl von Clausewitz,9.308364711,Male,PHILOSOPHY,11512.75276,Europe,52.2725,Carl von Clausewitz
INSTITUTIONS,US,,593995,1780,WA,POLITICIAN,214753,28,Blake Island,27728.14286,776388,United States,21.76360545,USA,182393,Chief Seattle,2.475018717,Male,GOVERNMENT,2456.764748,North America,,Chief Seattle
INSTITUTIONS,GB,-0.1275,18857,1779,,POLITICIAN,43474,28,London,4498.5,125958,UNITED KINGDOM,22.03268782,GBR,107101,"William Lamb, 2nd Viscount Melbourne",11.10611906,Male,GOVERNMENT,804.9342062,Europe,51.507222,"William Lamb, 2nd Viscount Melbourne"
SCIENCE & TECHNOLOGY,GB,-5.537,989835,1778,,CHEMIST,14369,59,Penzance,31703.83051,1870526,UNITED KINGDOM,25.01224955,GBR,880691,Humphry Davy,7.766361228,Male,NATURAL SCIENCES,7382.549588,Europe,50.119,Humphry Davy
SCIENCE & TECHNOLOGY,DE,10.516667,3213888,1777,,MATHEMATICIAN,6125,108,Braunschweig,92773.60185,10019549,Germany,28.4441532,DEU,6805661,Carl Friedrich Gauss,12.10431846,Male,MATH,28268.67797,Europe,52.266667,Carl Friedrich Gauss
ARTS,GB,1.01676,1381456,1776,,ARTIST,113565,44,East Bergholt,58314.27273,2565828,UNITED KINGDOM,25.11491779,GBR,1184372,John Constable,6.76048115,Male,FINE ARTS,8027.162929,Europe,51.9759,John Constable
HUMANITIES,DE,8.213889,127990,1776,,PHILOSOPHER,191397,28,Oldenburg,30277.07143,847758,Germany,24.47556276,DEU,719768,Johann Friedrich Herbart,10.67430123,Male,PHILOSOPHY,3069.349912,Europe,53.143889,Johann Friedrich Herbart
HUMANITIES,GB,-1.2189,11258191,1775,,WRITER,15782,84,Steventon,273167.0714,22946034,UNITED KINGDOM,26.90395627,GBR,11687843,Jane Austen,8.126610814,Female,LANGUAGE,272518.7564,Europe,51.2303,Jane Austen
ARTS,GB,-0.1228,2377142,1775,,PAINTER,72187,54,Covent Garden,113097.6667,6107274,United Kingdom,26.61188035,GBR,3730132,J. M. W. Turner,8.695009806,Male,FINE ARTS,21322.98747,Europe,51.51197,J. M. W. Turner
HUMANITIES,DE,9.013056,344534,1775,,PHILOSOPHER,177557,45,Leonberg,35759.17778,1609163,GERMANY,25.66940994,DEU,1264629,Friedrich Wilhelm Joseph Schelling,12.03869396,Male,PHILOSOPHY,5639.977467,Europe,48.801389,Friedrich Schelling
HUMANITIES,GB,-2.583333,341480,1774,,WRITER,70509,28,Bristol,17644.92857,494058,UNITED KINGDOM,22.34932319,GBR,152578,Robert Southey,4.252344753,Male,LANGUAGE,1274.053153,Europe,51.45,Robert Southey
SCIENCE & TECHNOLOGY,FR,2.3508,79828,1774,,PHYSICIST,75109,32,Paris,8652.90625,276893,FRANCE,23.4223191,FRA,197065,Jean-Baptiste Biot,12.59421346,Male,NATURAL SCIENCES,1067.523627,Europe,48.8567,Jean-Baptiste Biot
ARTS,DE,13.383333,1509041,1774,,PAINTER,5654,49,Greifswald,131699.2041,6453261,GERMANY,26.66569623,DEU,4944220,Caspar David Friedrich,8.428023561,Male,FINE ARTS,24966.23432,Europe,54.083333,Caspar David Friedrich
INSTITUTIONS,US,-77.06,4951412,1773,VA,POLITICIAN,33299,88,Charles City County,71674.35227,6307343,UNITED STATES,24.72055418,USA,1355931,William Henry Harrison,3.511305778,Male,GOVERNMENT,35128.69942,North America,37.35,William Henry Harrison
INSTITUTIONS,DE,7.597778,536547,1773,,POLITICIAN,144439,53,Koblenz,39558.32075,2096591,GERMANY,25.44339208,DEU,1560044,Klemens von Metternich,11.20499151,Male,GOVERNMENT,12532.57075,Europe,50.359722,Klemens von Metternich
SCIENCE & TECHNOLOGY,GB,,224287,1773,,ECONOMIST,174052,30,Angus,16604.93333,498148,UNITED KINGDOM,23.59555478,GBR,273861,James Mill,8.009997212,Male,SOCIAL SCIENCES,1342.301095,Europe,,James Mill
HUMANITIES,GB,-3.279,2694281,1772,,WRITER,29408,57,Ottery St Mary,67573.80702,3851707,UNITED KINGDOM,24.92942386,GBR,1157426,Samuel Taylor Coleridge,4.206669121,Male,LANGUAGE,11565.86336,Europe,50.752,Samuel Taylor Coleridge
SCIENCE & TECHNOLOGY,GB,-0.1275,1791289,1772,,ECONOMIST,8470,52,London,102154.6923,5312044,UNITED KINGDOM,26.69455101,GBR,3520755,David Ricardo,9.100287607,Male,SOCIAL SCIENCES,16390.39122,Europe,51.507222,David Ricardo
HUMANITIES,FR,6.0219,483684,1772,,PHILOSOPHER,237186,42,Besan‰ö_ÌÙon,47063.35714,1976661,FRANCE,25.57461897,FRA,1492977,Charles Fourier,9.611852704,Male,PHILOSOPHY,6761.692284,Europe,47.2431,Charles Fourier
HUMANITIES,DE,11.533333,416247,1772,,WRITER,214866,42,Wiederstedt,57428.16667,2411983,Germany,26.13727135,DEU,1995736,Novalis,9.498745565,Male,LANGUAGE,6209.401589,Europe,51.666667,Novalis
PUBLIC FIGURE,GB,-3.3141,1238996,1771,,SOCIAL ACTIVIST,323481,46,Newtown,61633.3913,2835136,UNITED KINGDOM,25.4058315,GBR,1596140,Robert Owen,7.146285324,Male,ACTIVISM,10025.30141,Europe,52.5132,Robert Owen
HUMANITIES,GB,-3.188889,1966188,1771,,WRITER,27884,64,Edinburgh,65078.79688,4165043,UNITED KINGDOM,26.42676006,GBR,2198855,Walter Scott,8.371844035,Male,LANGUAGE,11913.73461,Europe,55.953056,Walter Scott
HUMANITIES,GB,-3.362,4931480,1770,,WRITER,33925,67,Cockermouth,100490.8955,6732890,UNITED KINGDOM,25.51461779,GBR,1801410,William Wordsworth,3.802440756,Male,LANGUAGE,18733.21463,Europe,54.6613,William Wordsworth
INSTITUTIONS,GB,-0.147,291996,1770,,POLITICIAN,197229,32,Marylebone,15493.0625,495778,UNITED KINGDOM,23.00535895,GBR,203782,George Canning,6.360316734,Male,GOVERNMENT,1532.85128,Europe,51.5177,George Canning
INSTITUTIONS,GB,-0.1275,19546,1770,,POLITICIAN,232878,28,London,3100.75,86821,UNITED KINGDOM,21.28094326,GBR,67275,"Robert Jenkinson, 2nd Earl of Liverpool",11.92675758,Male,GOVERNMENT,815.6077771,Europe,51.507222,"Robert Jenkinson, 2nd Earl of Liverpool"
ARTS,DE,7.099814,15940948,1770,,COMPOSER,17914,153,Bonn,314590.4837,48132344,Germany,30.10933081,DEU,32191396,Ludwig van Beethoven,13.29179204,Male,MUSIC,193043.0815,Europe,50.733992,Ludwig van Beethoven
HUMANITIES,DE,9.183333,2754765,1770,,PHILOSOPHER,12598,95,Stuttgart,111868.4421,10627502,Germany,28.33820002,DEU,7872737,Georg Wilhelm Friedrich Hegel,13.81609804,Male,PHILOSOPHY,39542.19073,Europe,48.783333,Georg Wilhelm Friedrich Hegel
INSTITUTIONS,IE,-6.259722,187141,1769,,POLITICIAN,8474,55,Dublin,11661.27273,641370,IRELAND,23.60732635,IRL,454229,"Arthur Wellesley, 1st Duke of Wellington",11.14250073,Male,GOVERNMENT,7311.433436,Europe,53.347778,"Arthur Wellesley, 1st Duke of Wellington"
SCIENCE & TECHNOLOGY,FR,6.8,576469,1769,,BIOLOGIST,162282,47,Montb‰ö_å©liard,36766.48936,1728025,FRANCE,25.18501263,FRA,1151556,Georges Cuvier,8.61791057,Male,NATURAL SCIENCES,6814.408216,Europe,47.51,Georges Cuvier
INSTITUTIONS,FR,8.7369,13172600,1769,,POLITICIAN,69880,145,Corsica,396960.7379,57559307,France,30.32629158,FRA,44386707,Napoleon Bonaparte,15.88070382,Male,GOVERNMENT,290984.8476,Europe,41.9267,Napoleon I of France
SCIENCE & TECHNOLOGY,DE,13.383333,1070823,1769,,GEOGRAPHER,70631,72,Berlin,79015.54167,5689119,GERMANY,26.92287279,DEU,4618296,Alexander von Humboldt,7.730813213,Male,SOCIAL SCIENCES,21748.76517,Europe,52.516667,Alexander von Humboldt
SCIENCE & TECHNOLOGY,FR,3.5672,812927,1768,,MATHEMATICIAN,25767401,86,Auxerre,20772.9186,1786471,France,26.09154747,FRA,973544,Joseph Fourier,11.32504261,Male,MATH,5801.780515,Europe,47.7986,Joseph Fourier
INSTITUTIONS,US,,2692817,1768,OH,POLITICIAN,200966,30,Xenia,111521.6667,3345650,United States,22.7228095,USA,652833,Tecumseh,2.553107984,Male,GOVERNMENT,16640.593,North America,,Tecumseh
INSTITUTIONS,US,-71.005,6169201,1767,MA,POLITICIAN,15654,94,Boston,84015.95745,7897500,UNITED STATES,25.2118532,USA,1728299,John Quincy Adams,3.505303716,Male,GOVERNMENT,37235.39054,North America,42.206,John Quincy Adams
INSTITUTIONS,FR,3.4619,177789,1767,,POLITICIAN,523995,34,Decize,28044.97059,953529,FRANCE,24.10801679,FRA,775740,Louis Antoine de Saint-Just,8.45482009,Male,GOVERNMENT,5309.056316,Europe,46.83,Louis Antoine de Saint-Just
SCIENCE & TECHNOLOGY,FR,4.84,287645,1767,,ECONOMIST,46789,30,Lyon,33673.93333,1010218,FRANCE,24.51785699,FRA,722573,Jean-Baptiste Say,9.232896393,Male,SOCIAL SCIENCES,3350.801209,Europe,45.76,Jean-Baptiste Say
HUMANITIES,CH,6.6335,210874,1767,,PHILOSOPHER,168473,27,Lausanne,34027.55556,918744,SWITZERLAND,23.96193101,CHE,707870,Benjamin Constant,6.916626512,Male,PHILOSOPHY,3509.411651,Europe,46.519833,Benjamin Constant
HUMANITIES,DE,13.066667,337584,1767,,PHILOSOPHER,33110,52,Potsdam,33660.13462,1750327,GERMANY,25.91120889,DEU,1412743,Wilhelm von Humboldt,8.825740078,Male,PHILOSOPHY,4668.790743,Europe,52.4,Wilhelm von Humboldt
INSTITUTIONS,US,,10971710,1767,NC,POLITICIAN,1623,93,Waxhaw,143327.5161,13329459,United States,25.35508721,USA,2357749,Andrew Jackson,2.843824636,Male,GOVERNMENT,59632.63565,North America,,Andrew Jackson
SCIENCE & TECHNOLOGY,GB,-3.41,4167931,1766,,CHEMIST,44112,72,Eaglesfield,154640.9167,11134146,UNITED KINGDOM,27.03863911,GBR,6966215,John Dalton,7.027416792,Male,NATURAL SCIENCES,52442.5439,Europe,54.63,John Dalton
SCIENCE & TECHNOLOGY,GB,-0.3617,2462459,1766,,ECONOMIST,31468,61,Westcott,99627.14754,6077256,UNITED KINGDOM,26.17332496,GBR,3614797,Thomas Malthus,7.97513223,Male,SOCIAL SCIENCES,33928.29886,Europe,51.2242,Thomas Robert Malthus
INSTITUTIONS,GB,-0.1416,3576927,1765,,POLITICIAN,43271,58,London,82184.86207,4766722,United Kingdom,24.20993515,GBR,1189795,William IV of the United Kingdom,3.337599611,Male,GOVERNMENT,24900.73903,Europe,51.501,William IV of the United Kingdom
INSTITUTIONS,GB,-1.677,33983,1764,,POLITICIAN,232264,29,Fallodon,5302.724138,153779,United Kingdom,21.99606949,GBR,119796,"Charles Grey, 2nd Earl Grey",10.86517983,Male,GOVERNMENT,1208.266197,Europe,55.505,"Charles Grey, 2nd Earl Grey"
HUMANITIES,GB,-0.1182,393240,1764,,WRITER,92175,29,Holborn,25869.93103,750228,UNITED KINGDOM,23.60615293,GBR,356988,Ann Radcliffe,5.919027037,Female,LANGUAGE,1912.639908,Europe,51.5172,Ann Radcliffe
HUMANITIES,DE,12.016667,274214,1763,,WRITER,1682937,32,Wunsiedel,39870.71875,1275863,Germany,24.19601442,DEU,1001649,Jean Paul,6.389562033,Male,LANGUAGE,6044.504581,Europe,50.016667,Jean Paul
HUMANITIES,DE,14.133333,434573,1762,,PHILOSOPHER,12007,52,Rammenau,41261.40385,2145593,Germany,26.17097026,DEU,1711020,Johann Gottlieb Fichte,12.13188332,Male,PHILOSOPHY,7455.765182,Europe,51.15,Johann Gottlieb Fichte
ARTS,FR,5.5544,101534,1760,,COMPOSER,121728,35,Lons-le-Saunier,17864.05714,625242,FRANCE,23.64999579,FRA,523708,Claude Joseph Rouget de Lisle,6.603987351,Male,MUSIC,3048.607345,Europe,46.6753,Claude Joseph Rouget de Lisle
ARTS,JP,,1856468,1760,,ARTIST,43357,104,Tokyo,47464.11538,4936268,Japan,27.20700657,JPN,3079800,Hokusai,7.698528085,Male,FINE ARTS,13984.9846,Asia,,Hokusai
HUMANITIES,GB,-4.636,3738679,1759,,WRITER,21222213,63,Alloway,76126.61905,4795977,UNITED KINGDOM,23.20797458,GBR,1057298,Robert Burns,3.36797291,Male,LANGUAGE,67620.23681,Europe,55.43,Robert Burns
INSTITUTIONS,GB,-0.3325,2716464,1759,,POLITICIAN,50226,32,Kingston upon Hull,99936.71875,3197975,UNITED KINGDOM,22.85658866,GBR,481511,William Wilberforce,2.302957424,Male,GOVERNMENT,10134.79986,Europe,53.744333,William Wilberforce
HUMANITIES,GB,-0.075,2212137,1759,,WRITER,19834,58,Spitalfields,56710.65517,3289218,United Kingdom,24.68767874,GBR,1077081,Mary Wollstonecraft,4.892468735,Female,LANGUAGE,14386.75246,Europe,51.5166,Mary Wollstonecraft
INSTITUTIONS,GB,0.0192,1660021,1759,,POLITICIAN,79451,43,London,47875.74419,2058657,United Kingdom,23.15042072,GBR,398636,William Pitt the Younger,2.709572715,Male,GOVERNMENT,6365.289271,Europe,51.378,William Pitt the Younger
INSTITUTIONS,FR,4.1397,882777,1759,,POLITICIAN,154352,44,Arcis-sur-Aube,72807.81818,3203544,France,25.98838721,FRA,2320767,Georges Danton,8.99055343,Male,GOVERNMENT,11462.42534,Europe,48.5347,Georges Danton
HUMANITIES,DE,9.25,1255728,1759,,WRITER,63742,76,Weimar,109206.4868,8299693,Germany,27.60985634,DEU,7043965,Johann Christoph Friedrich von Schiller,8.310881236,Male,LANGUAGE,28439.37025,Europe,48.933333,Friedrich Schiller
INSTITUTIONS,US,-76.9921947,3541383,1758,VA,POLITICIAN,15978,95,Monroe Hall,55110.23158,5235472,UNITED STATES,25.93014132,USA,1694089,James Monroe,5.544205694,Male,GOVERNMENT,19353.38819,North America,38.2398519,James Monroe
HUMANITIES,US,-72.753889,999697,1758,CT,LINGUIST,21620,31,West Hartford,39217.87097,1215754,UNITED STATES,21.89775254,USA,216057,Noah Webster,2.630941366,Male,LANGUAGE,5005.334599,North America,41.767778,Noah Webster
INSTITUTIONS,GB,0.76,127909,1758,,MILITARY PERSONNEL,24874360,62,Norfolk,41672.74194,2583710,United Kingdom,27.3833031,GBR,2455801,"Horatio Nelson, 1st Viscount Nelson",16.91591211,Male,MILITARY,6446.528565,Europe,52.936,Horatio Nelson
INSTITUTIONS,FR,2.7808,794522,1758,,POLITICIAN,23860776,67,Arras,104694.0896,7014504,France,27.19487869,FRA,6219982,Maximilien Robespierre,11.9608536,Male,GOVERNMENT,40893.71979,Europe,50.2897,Maximilien Robespierre
HUMANITIES,GB,-0.131,6492884,1757,,WRITER,33175,72,Soho,160190.125,11533689,United Kingdom,27.31339741,GBR,5040805,William Blake,6.332770054,Male,LANGUAGE,27617.35,Europe,51.513,William Blake
INSTITUTIONS,FR,3.5811,747,1757,,MILITARY PERSONNEL,156068,41,Chavaniac-Lafayette,38148.17073,1564075,France,24.38166822,FRA,1563328,"Gilbert du Motier, marquis de Lafayette",6.555958823,Male,MILITARY,12845.44689,Europe,45.1594,"Gilbert du Motier, Marquis de Lafayette"
INSTITUTIONS,US,-74.172574,2753017,1756,NJ,POLITICIAN,57454,45,Newark,71783.51111,3230258,UNITED STATES,23.11746409,USA,477241,Aaron Burr,2.331080562,Male,GOVERNMENT,11220.81626,North America,40.72422,Aaron Burr
HUMANITIES,GB,0.16031,593816,1756,,PHILOSOPHER,142615,36,Wisbech,30074.36111,1082677,UNITED KINGDOM,24.04293601,GBR,488861,William Godwin,6.832531879,Male,PHILOSOPHY,3580.31156,Europe,52.66416,William Godwin
ARTS,AT,13.033333,15190328,1756,,COMPOSER,33163,177,Salzburg,290188.3277,51363334,AUSTRIA,30.51459729,AUT,36173006,Wolfgang Amadeus Mozart,14.32879009,Male,MUSIC,200431.5843,Europe,47.8,Wolfgang Amadeus Mozart
INSTITUTIONS,US,-77.741667,2478773,1755,VA,JUDGE,21825423,26,Germantown,102694.7308,2670063,UNITED STATES,20.92633565,USA,191290,John Marshall,1.53930594,Male,GOVERNMENT,12723.40544,North America,38.613611,John Marshall
SCIENCE & TECHNOLOGY,KN,-62.626944,7172634,1755,,ECONOMIST,40597,45,Charlestown,184062.8889,8282830,Saint Kitts and Nevis,23.89427524,KNA,1110196,Alexander Hamilton,2.183677908,Male,SOCIAL SCIENCES,28914.18877,North America,17.143056,Alexander Hamilton
SCIENCE & TECHNOLOGY,DE,13.483333,365393,1755,,PHYSICIAN,184549,40,Meissen,24299.625,971985,Germany,24.58797121,DEU,606592,Samuel Hahnemann,8.302290184,Male,MEDICINE,3130.95859,Europe,51.166667,Samuel Hahnemann
INSTITUTIONS,AT,16.366667,14627397,1755,,NOBLEMAN,45109,65,Vienna,501701.5385,32610600,Austria,28.44744228,AUT,17983203,Marie Antoinette,8.645069981,Female,GOVERNMENT,111076.938,Europe,48.2,Marie Antoinette
INSTITUTIONS,FR,4.634,124893,1753,,POLITICIAN,26532764,27,Nolay,19376.33333,523161,France,23.89190109,FRA,398268,Lazare Carnot,8.928698058,Male,GOVERNMENT,1620.109658,Europe,46.9525,Lazare Carnot
HUMANITIES,FR,5.9118,241147,1753,,PHILOSOPHER,213143,27,Chamb‰ö_å©ry,28875.44444,779637,FRANCE,23.77773751,FRA,538490,Joseph de Maistre,7.569289146,Male,PHILOSOPHY,3102.067829,Europe,45.57,Joseph de Maistre
INSTITUTIONS,US,-77.186111,7303120,1751,VA,POLITICIAN,15950,98,Port Conway,94728.95918,9283438,UNITED STATES,25.58912259,USA,1980318,James Madison,3.470730059,Male,GOVERNMENT,37151.73451,North America,38.177222,James Madison
ARTS,IT,11.3125,1764172,1750,,COMPOSER,2241,52,Legnago,87368.71154,4543173,ITALY,26.37723755,ITA,2779001,Antonio Salieri,9.426118465,Male,MUSIC,16764.55698,Europe,45.194444,Antonio Salieri
INSTITUTIONS,IN,77.7,2276709,1750,,POLITICIAN,31058,30,Devanahalli,84912.86667,2547386,INDIA,21.08774494,IND,270677,Tipu Sultan,1.908461894,Male,GOVERNMENT,21200.99174,Asia,13.23,Tipu Sultan
SCIENCE & TECHNOLOGY,GB,-2.459,2236220,1749,,PHYSICIAN,9506,74,Berkeley,55246.85135,4088267,UNITED KINGDOM,25.79737878,GBR,1852047,Edward Jenner,6.696175529,Male,MEDICINE,18200.19519,Europe,51.691,Edward Jenner
SCIENCE & TECHNOLOGY,FR,0.1106,1062352,1749,,MATHEMATICIAN,344783,68,Beaumont-en-Auge,46115.13235,3135829,France,26.47834288,FRA,2073477,Pierre-Simon Laplace,11.52433777,Male,MATH,12510.18621,Europe,49.2789,Pierre-Simon Laplace
HUMANITIES,IT,8.2,76612,1749,,WRITER,606690,30,Asti,36598.16667,1097945,Italy,23.43639693,ITA,1021333,Vittorio Alfieri,2.763686907,Male,LANGUAGE,4781.296507,Europe,44.9,Vittorio Alfieri
HUMANITIES,DE,,4420566,1749,,WRITER,19242322,132,Frankfurt,158779.553,20958901,Germany,29.33853284,DEU,16538335,Johann Wolfgang von Goethe,11.14228352,Male,LANGUAGE,71668.94306,Europe,,Johann Wolfgang von Goethe
HUMANITIES,GB,-0.075,3985113,1748,,PHILOSOPHER,46038,51,Spitalfields,129539.2157,6606500,United Kingdom,25.30001359,GBR,2621387,Jeremy Bentham,5.405932251,Male,PHILOSOPHY,38190.64261,Europe,51.5166,Jeremy Bentham
HUMANITIES,DE,11.433333,1186562,1748,,PHILOSOPHER,2077,28,Ingolstadt,81177.5,2272970,Germany,23.93439762,DEU,1086408,Adam Weishaupt,6.023507975,Male,PHILOSOPHY,13052.30672,Europe,48.766667,Adam Weishaupt
ARTS,ES,-0.858611,3868360,1746,,PAINTER,10868,116,Fuendetodos,117316.5517,13608720,SPAIN,28.52490732,ESP,9740360,Francisco Goya,10.40398698,Male,FINE ARTS,51152.35312,Europe,41.343333,Francisco Goya
HUMANITIES,GB,-0.1275,13655,1746,,LINGUIST,28952,30,London,2348.133333,70444,UNITED KINGDOM,21.88048487,GBR,56789,William Jones,18.11294655,Male,LANGUAGE,534.1584907,Europe,51.507222,William Jones (philologist)
PUBLIC FIGURE,CH,8.55,389275,1746,,SOCIAL ACTIVIST,605735,43,Z‰ö_å¼rich,66874.39535,2875599,Switzerland,26.07369074,CHE,2486324,Johann Heinrich Pestalozzi,8.649434478,Male,ACTIVISM,9865.23851,Europe,47.366667,Johann Heinrich Pestalozzi
INSTITUTIONS,US,-74.0059,1643337,1745,NY,DIPLOMAT,21816397,28,New York,66359.71429,1858072,UNITED STATES,21.36116601,USA,214735,John Jay,1.95501768,Male,GOVERNMENT,9045.531461,North America,40.7127,John Jay
PUBLIC FIGURE,US,-70.940278,2721946,1744,MA,COMPANION,102745,34,Weymouth,87977.11765,2991222,United States,21.43684834,USA,269276,Abigail Adams,1.737177072,Female,COMPANIONS,18315.87375,North America,42.220833,Abigail Adams
INSTITUTIONS,US,-70.858333,477625,1744,MA,POLITICIAN,10293,33,Boston,19874.57576,655861,UNITED STATES,22.52518801,USA,178236,Elbridge Gerry,3.93917765,Male,GOVERNMENT,1970.267391,North America,42.5,Elbridge Gerry
SCIENCE & TECHNOLOGY,FR,2.7639,1433005,1744,,BIOLOGIST,145704,62,Bazentin,89439.58065,5545254,France,26.34654921,FRA,4112249,Jean-Baptiste Lamarck,7.504450507,Male,NATURAL SCIENCES,30124.07936,Europe,50.031,Jean-Baptiste Lamarck
HUMANITIES,PL,,552423,1744,,PHILOSOPHER,294037,51,Mor®ÕÌÐg,39952.11765,2037558,Poland,25.66132159,POL,1485135,Johann Gottfried Herder,8.809695142,Male,PHILOSOPHY,7659.490688,Europe,,Johann Gottfried Herder
INSTITUTIONS,US,-78.417778,18635710,1743,VA,POLITICIAN,29922,113,Shadwell,233192.2301,26350722,UNITED STATES,27.47885076,USA,7715012,Thomas Jefferson,4.371719084,Male,GOVERNMENT,92145.10874,North America,38.012383,Thomas Jefferson
SCIENCE & TECHNOLOGY,GB,-0.1275,443865,1743,,BIOLOGIST,39657,33,London,19490.0303,643171,UNITED KINGDOM,22.70891279,GBR,199306,Joseph Banks,4.27801514,Male,NATURAL SCIENCES,1957.822404,Europe,51.507222,Joseph Banks
SCIENCE & TECHNOLOGY,FR,2.3508,2470690,1743,,CHEMIST,1822,75,Paris,126016.0133,9451201,FRANCE,27.11173497,FRA,6980511,Antoine Lavoisier,8.649364907,Male,NATURAL SCIENCES,56685.05004,Europe,48.8567,Antoine Lavoisier
PUBLIC FIGURE,CH,6.833333,1430525,1743,,SOCIAL ACTIVIST,62182,47,Boudry,75772.08511,3561288,Switzerland,26.04378405,CHE,2130763,Jean-Paul Marat,8.339505155,Male,ACTIVISM,11461.31394,Europe,46.95,Jean-Paul Marat
HUMANITIES,RU,49.134722,53669,1743,,WRITER,183094,31,Kazan,5490.483871,170205,Russia,22.93511106,RUS,116536,Gavrila Romanovich Derzhavin,13.47923153,Male,LANGUAGE,715.1428458,Europe,55.790278,Gavrila Derzhavin
HUMANITIES,FR,2.299,159122,1741,,WRITER,263306,32,Amiens,27671.28125,885481,FRANCE,24.24019398,FRA,726359,Pierre Choderlos de Laclos,6.494142397,Male,LANGUAGE,3143.819568,Europe,49.892,Pierre Choderlos de Laclos
INSTITUTIONS,GB,,4198469,1741,,MILITARY PERSONNEL,417858,29,Norwich,170941.7931,4957312,United Kingdom,23.09797182,GBR,758843,Benedict Arnold,2.227848267,Male,MILITARY,17914.2172,Europe,,Benedict Arnold
INSTITUTIONS,US,-74.129722,78647,1739,NC,POLITICIAN,147872,37,Kannapolis,6238.864865,230838,United States,21.88391793,USA,152191,George Clinton,9.100177663,Male,GOVERNMENT,2951.317257,North America,41.477778,George Clinton
INSTITUTIONS,GB,-0.133889,7490619,1738,,POLITICIAN,42029,57,London,167476.5965,9546166,United Kingdom,24.88266195,GBR,2055547,George III of the United Kingdom,2.935118652,Male,GOVERNMENT,40938.15107,Europe,51.507222,George III of the United Kingdom
SCIENCE & TECHNOLOGY,DE,9.716667,998795,1738,,ASTRONOMER,33971,69,Hanover,31368.73913,2164443,GERMANY,25.77887261,DEU,1165648,William Herschel,10.42082876,Male,NATURAL SCIENCES,9232.448505,Europe,52.366667,William Herschel
INSTITUTIONS,US,-71.005,2797902,1737,MA,POLITICIAN,16324,30,Boston,114304.1,3429123,United States,23.23228174,USA,631221,John Hancock,2.592334738,Male,GOVERNMENT,10963.17363,North America,42.206,John Hancock
HUMANITIES,GB,-0.2211,876998,1737,,HISTORIAN,10310,51,Putney,29020.15686,1480028,United Kingdom,24.69650428,GBR,603030,Edward Gibbon,6.775896498,Male,HISTORY,4645.168562,Europe,51.4649,Edward Gibbon
HUMANITIES,GB,,4849902,1737,,WRITER,30795,57,Thetford,106821.3509,6088817,United Kingdom,24.64483135,GBR,1238915,Thomas Paine,2.998046513,Male,LANGUAGE,20444.88213,Europe,,Thomas Paine
